Comment,Author,LikeCount,PublishedAt,Tokens,Sentiment
언론사 방송국은 사실을 알리는게 아니고 본인들 희망사항을 보도한거지 뭐 ㅋㅋㅋ,@야만의사회,4841,2024-11-06T09:16:17Z,"['언론사', '방송국', '사실', '본인', '희망사항', '보도']",0.0
미국 언론  트럼프 해리스 초박빙  -&gt; 국내 언론  해리스 압승 예상 미국 언론  트럼프 승리 예상  -&gt; 국내언론  오차범위 내 해리스 다소 우세 ,@Kim_Doohan,4071,2024-11-06T09:30:00Z,"['미국', '언론', '트럼프', '해리스', '박빙', '국내', '언론', '해리스', '압승', '예상', '미국', '언론', '트럼프', '승리', '예상', '국내', '언론', '오차', '범위', '해리스', '우세']",0.0
이번에 느꼈다 한국언론은 진실을 말하려하지 않는다는 걸,@SuGga-s6f,3453,2024-11-06T10:11:52Z,"['이번', '한국', '언론', '진실']",0.2
"sbs 자기들도 역대 가장 치열한 접전, 초박빙, 끝나도 끝난게 아니다 이딴소리나 했으면서 ㅋㅋㅋ",@yimdongjoo4427,2619,2024-11-06T10:43:42Z,"['자기', '역대', '치열', '접전', '박빙', '딴소리']",0.2
국내 언론사 수준 이지,@시리시,2137,2024-11-06T09:13:57Z,"['국내', '언론사', '수준']",-0.3
언론에 선동이 이래서 무서운거다.. 보여 주고 싶은 거만 보여주는  언론이 대한민국이다..,@많은생각,1624,2024-11-06T11:22:14Z,"['언론', '선동', '언론', '대한민국']",0.0
박종훈의 지식한방에서 줄곧 얘기 했는데.. 늘  트럼프가 앞서고 있었다고..  초박빙은 무슨..,@Namkisoon,1232,2024-11-06T09:27:04Z,"['박종훈', '지식', '얘기', '트럼프', '박빙']",0.0
한국언론의 현주소,@rivermoon6164,1171,2024-11-06T09:33:57Z,"['한국', '언론', '주소']",0.3
국내 언론사 보도국 기자들 국장들 특히 정치부 국제부 다 사표내라 진짜 ㅋㅋㅋ 처음부터 끝까지 트럼프는 진적이 없다.,@November441,1163,2024-11-06T13:38:54Z,"['국내', '언론사', '보도국', '기자', '국장', '정치부', '국제부', '사표내라', '처음', '트럼프']",0.0
어느누가 그런 댓글을 달았는데...초박빙이 아니라 처음부터 해리스가 트럼프를 앞선적이 없었다...가 정답이었음!!!!!!!!!!!,@woop5019,994,2024-11-06T12:06:01Z,"['누구', '댓글', '박빙', '처음', '해리스', '트럼프', '정답']",0.0
우리 언론이나 그렇게 보도했지...,@sangkyukim9625,883,2024-11-06T09:15:06Z,"['우리', '언론', '보도']",-0.5
"요즘 언론은 그냥 죄다 희망사항 자극적인 내용만 보도, 본질을 잊은지 오래임...",@명희준-i1e,808,2024-11-06T09:34:03Z,"['요즘', '언론', '희망', '사항', '자극', '내용', '보도', '본질']",0.3
한국언론만 박빙이었어..,@7202-s5p,701,2024-11-06T09:14:05Z,"['한국', '언론', '박빙']",0.2
ㅋㅋㅋ트럼프가 처음부터 대세였는데 언론사들 헛소리오짐 ㅋㅋㅋㅋㅋ사실을 보도해야지 지들 희망사항을 보도하면 어떻하나? ㅋㅋㅋㅋ,@나동-x7r,681,2024-11-06T11:19:54Z,"['트럼프', '처음', '대세', '언론사', '소리', '사실', '보도', '희망사항', '보도']",0.3
여론조작에 흔들리지 않는 미국인과 선거인단 제도에 경의를 표한다. 트럼프 축하한다.,@UUIII-z4f,547,2024-11-06T09:13:10Z,"['여론', '조작', '미국인', '선거인단', '제도', '경의', '트럼프', '축하']",0.2
SBS 카말라 이긴다고 선거 내내 떠들지 않았나?. 참 방송하기 쉽네,@fairy-tale-teller,501,2024-11-06T09:32:32Z,"['카말라', '선거', '방송']",0.2
단 한순간도 해리스는 트럼프를 상대로 앞서기는 커녕 비빈 적도 없었다K-언론이 또 K-언론했다ㅋㅋㅋ,@JJ-zf3cy,488,2024-11-06T15:16:00Z,"['순간', '해리스', '트럼프', '상대', '언론', '언론']",-0.5
초박빙은 니들이꾸민거고 대부분의 여론조사에서 트럼프가 이겨왔어,@SG-wf8sn,434,2024-11-06T11:29:23Z,"['박빙', '대부분', '여론', '조사', '트럼프']",0.0
한국 언론 = 유튜브 사이버렉카한국 기자들은 사이버렉카 욕하지마라 너네가 사이버렉카의 시초니까,@유투브프리미엄,392,2024-11-06T14:02:47Z,"['한국', '언론', '유튜브', '사이버렉카', '한국', '기자', '사이버렉카', '사이버렉카', '시초']",0.2
국내외 언론사들 해리스이긴다해놓고 막상열어보니 트럼프,@jsy0630,363,2024-11-06T09:29:55Z,"['국내외', '언론사', '해리스', '트럼프']",0.1
한국언론들이 긍정회로돌리면서 속여온거지 미국내에서는 사실상 트럼프 승리 확실이였음,@kkelio394,338,2024-11-06T09:28:50Z,"['한국', '언론', '긍정', '미국', '사실', '트럼프', '승리', '확실']",-0.7
"앞장서서 국민 호도했던 한국 언론사들, 이제와서 뭔말?입이 열개라도 할 말이 ???",@짱아-q9f,329,2024-11-06T09:31:58Z,"['국민', '호도', '한국', '언론사']",0.5
ㅋㅋㅋㅋ 이게 국내 언론사 수준.. 그들은 언론이 아니다.. 그냥 소설가라고 생각한다.,@dyman19934,327,2024-11-06T09:38:12Z,"['이것', '국내', '언론사', '수준', '언론', '소설가', '생각']",-0.5
상하원도 다 가져 감 ㅋㅋㅋㅋ 트럼프 엄청난 승리한거임.,@JR-hs8iu,303,2024-11-06T09:41:37Z,"['상하원', '트럼프', '승리']",0.0
초박빙은 여론조작이였지 ㅋㅋ,@아지루-r9q,288,2024-11-06T09:26:03Z,"['박빙', '여론', '조작']",-0.7
진짜 다 좌파언론인거 인증박는 승리네ㅋㅋㅋㅋㅋㅋ,@paka-be8fv,269,2024-11-06T11:23:24Z,"['좌파', '언론인', '인증', '승리']",-0.7
한국 언론이 문제지 ㅋㅋㅋ미국 특파원이란게미국가서 하는게 CNN배끼기 ㅋㅋㅋㅋㅋㅋ뭐 알지도못하고 그냥 배껴서 가져오는데 뭘,@luv4701,203,2024-11-06T09:27:09Z,"['한국', '언론', '문제', '미국', '특파원', '미국', '배끼기', '배껴서']",0.2
"진짜 우리나라 언론 너무 한심하다.상업성만 추구하다 보니까. 메이저 언론사조차 그 수준이 학예회 수준으로 떨어졌다.진짜 취재를 못 하는 건지, 아니면 편향적으로 하는 건지 이제는 분간이 안 된다.",@user-dsssdsss,162,2024-11-06T13:09:16Z,"['우리', '나라', '언론', '상업', '추구', '메이저', '언론사', '수준', '학예회', '수준', '취재', '편향', '이제', '분간']",0.1
한국 언론만 보면 러우전쟁도 맨날 우크라가 압도적으로 이기는것처럼 나옴 ㅋㅋㅋㅋ,@vanwinklefamily4213,161,2024-11-06T11:25:45Z,"['한국', '언론', '러우', '전쟁', '우크라', '압도']",-0.5
역시 좌파 언론들은 ㅋㅋ,@비에르지니,146,2024-11-06T09:10:35Z,"['좌파', '언론']",-0.5
외국 언론사 기사 내용 복붙 원툴인 국내 언론사 수준으로 뭘 예측을 해 ㅋㅋㅋ,@SaSa-zi7yh,141,2024-11-06T09:28:03Z,"['외국', '언론사', '기사', '내용', '복붙', '국내', '언론사', '수준', '예측']",0.1
무능한  언론들...,@조진형-q8g,137,2024-11-06T09:27:36Z,"['무능', '언론']",-0.5
우리나라 언론들도 반성해라. 미국 좌파언론만 받아쓰니 미국 분위기를 알수가 있나. 진짜 심각하다,@mjna_4305,122,2024-11-06T09:25:16Z,"['우리나라', '언론', '반성', '미국', '좌파', '언론', '미국', '분위기']",0.0
미국인들 입장에선 자기나라를 먼저 생각하는 대통령을 원하지 바이든이 집권하고 제대로 나라가 돌아간적이 있었는가? 세계는 개판이 되었고 사실상 이미 예정된 수순,@은석이-c1j,119,2024-11-06T11:27:49Z,"['미국인', '입장', '자기', '나라', '생각', '대통령', '바이든', '집권', '나라', '세계', '개판', '예정', '수순']",-0.8
의도적인  거짓ㆍ편파방송한  나쁜  방송국놈들  ᆢ,@estherss5968,117,2024-11-06T09:24:06Z,"['의도', '거짓', '편파', '방송', '방송국']",-0.5
우리나라 언론들은 문제가 많아요  좌경화 되서리,@감바-p2z,112,2024-11-06T11:12:03Z,"['우리나라', '언론', '문제', '좌경화', '되서리']",-0.7
니들 언론사들만 몰랐던거야 무능한 것들,@bryanhunt5028,111,2024-11-06T09:16:08Z,"['언론사', '무능']",0.2
한국도 자국민 우선주의 해야한다 이미 외노자 평균임금이 300을 넘었고 베트남 반장이 베트남 사람 수백명 데리고 아파트 짓는다 틱톡가봐라 외노자 급여 명세서 천만원 넘는게 수두룩하다 네팔 베트남 필리핀 현지 월급이 우리돈 20만원도 안되는데 한국서는 한국인 최저임금을 적용한다 진짜 심각합니다 국민연금 받아 먹는 외노자만 2만명이고 실업급여 받는 외국인이 3만입니다 이게 나랍니까?,@minholee4154,108,2024-11-06T13:57:49Z,"['한국', '자국민', '주의', '외노자', '평균', '임금', '베트남', '반장', '베트남', '사람', '수백', '아파트', '틱톡', '외노자', '급여', '명세서', '천만', '네팔', '베트남', '필리핀', '현지', '월급', '우리', '국서', '한국인', '최저', '임금', '적용', '국민연금', '외노자', '실업', '급여', '외국인', '이것', '나라']",0.0
국내 언론사 좌경화가 심각하다,@냐릉-c3v,105,2024-11-06T10:53:44Z,"['국내', '언론사', '좌경화']",0.0
힐러리때 그렇게 속고도 또 속냐?ㅋㅋㅋㅋ,@siasu2920,99,2024-11-06T09:26:13Z,['힐러리'],0.2
"언론들 믿는 국민들도 웃긴거지; ㅋㅋ 믿을걸 믿어야지 ㅋㅋ대한민국 언론사를 믿어놓고 이제와서 언론사 탓을 하네;;ㅋ 생각이란걸 하고살자,",@정동혁-w5r,94,2024-11-06T09:20:47Z,"['언론', '국민', '대한민국', '언론사', '언론사', '생각']",-0.5
언론이 최대 문제임,@데헷콩2,89,2024-11-06T09:43:39Z,"['언론', '최대', '문제']",-0.5
"PC, 페미 들고 나오는 쪽은 항상 여론전으로 대중들 눈을 가리려고 들지 ㅋㅋ특히 우리나라 언론들은 해외랑 다르게 계속 트럼프가 열세인 것처럼 보도하는거 보고 쥰내 이해 안가더라.우리나라는 항상 여자가 우위를 점하고 중심이 되어야 소비를 해주는 이상한 사회분위기라 왜곡보도가 쥰내 심각함;;",@_Zero_Sugar,88,2024-11-06T20:49:44Z,"['페미', '여론전', '대중', '우리나라', '언론', '해외', '트럼프', '열세', '보도', '쥰내', '이해', '우리', '나라', '여자', '우위', '중심', '소비', '이상', '사회', '분위기', '왜곡', '보도']",0.5
"대단한 부정투표를 해리스가 준비하고 있었고, 줄줄이 발각 무효처리되고, 곳곳에서 기계오류니 뭐니 방해놓았지만, 붉은물결이 너무 커서 막을 수가 없었다고한다",@jeongeynhee3283,88,2024-11-06T11:17:16Z,"['부정', '투표', '해리스', '준비', '발각', '무효', '처리', '곳곳', '기계', '오류', '물결']",0.0
뭔가 우리 부산엑스포 박빙이라고 예상했던 장면이 떠오르네.,@peloruskor,75,2024-11-06T09:14:20Z,"['우리', '부산', '엑스포', '박빙', '예상', '장면']",-0.8
"항상 궁금했던건, 왜 가자들은 습관적으로 사실을 왜곡하고 가짜뉴스를 만들어내는가이다. 특히 이번 경우는 마무리 거짓 선동해도 미국 투표에는 아무 영향도 없는데 말이다.",@youngs989,72,2024-11-06T12:23:02Z,"['습관', '사실', '왜곡', '가짜', '뉴스', '이번', '경우', '마무리', '거짓', '선동', '미국', '투표', '영향']",0.5
대한민국 언론은 죽었다,@junekim1520,71,2024-11-06T14:09:51Z,"['대한민국', '언론']",-0.4
처음부터 트럼프가 진 적은 한번도 없었다. 처음 해리스가 나왔을때 반짝 지지율을 올리긴 했지만 그때도 비슷하게까지 간거지 트럼프가 지고 있었던건 아님. 여론 조사라는거 자체가 트럼프표를 많이 숨기는 구조였음. 해리스의 지지율이 트럼프를 압도하지 않으면 지는 구조였는데 막상막하라는 결과라면 볼 것도 없는거였음,@sweetme_us_2354,69,2024-11-06T13:59:43Z,"['처음', '트럼프', '해리스', '지지', '그때', '트럼프', '여론', '조사', '자체', '트럼프', '구조', '해리스', '지지', '트럼프', '압도', '구조', '막상막하', '결과']",0.2
4년전에는 부정부패를 막지못했지만 이번에는 잘 막았네요.🎉트럼프 당선을 축하합니다,@annielee1863,67,2024-11-06T18:19:00Z,"['부정부패', '이번', '트럼프', '당선', '축하']",-0.4
그렇지  언론의 가짜뉴스들 트럼프가 압도적으로 될줄알았다,@동네체대삼촌,63,2024-11-06T11:57:01Z,"['언론', '가짜', '뉴스', '트럼프', '압도']",-0.5
니네는 초박빙이 아니라 해리스가 이긴다고 설레발쳤잖아.,@julianchoi816,60,2024-11-06T09:34:34Z,"['박빙', '해리스']",0.0
타일러도 트럼프가 당선 될거라고 했는데 우리나라 언론들이 죄편향이 심함 ㅋㅋㅋㅋㅋㅋ,@엄마-y3r8o,60,2024-11-06T09:44:46Z,"['트럼프', '당선', '우리', '나라', '언론', '편향']",0.1
트럼프 🎉🎉🎉,@hyj6228,59,2024-11-06T09:24:20Z,['트럼프'],0.1
대체 왜 누가 뭘 근거로 박빙이라고 한건가요?????,@sutrich,58,2024-11-06T09:20:52Z,"['누구', '근거', '박빙']",0.0
ㅋㅋ 비등했다니 언론이 비등하게 뉴스보도한거지 이미 트위터에서는 진작 트럼프 여론이 압도적이였는데,@hmk1584,58,2024-11-06T09:25:02Z,"['비등', '언론', '뉴스', '보도', '트위터', '트럼프', '여론', '압도']",0.1
트럼프승리 베팅이 정배인데 배율이 너무 낮아서 언론으로 해리스 박빙인척하고 배당금 올린거라는게 정설임 ㅋㅋㅋㅋㅋ,@누구없음,55,2024-11-06T11:24:27Z,"['트럼프', '승리', '베팅', '언론', '해리스', '박빙', '배당금', '정설']",0.3
쟤네는 사전투표 개선했네. 우리는...,@오버워7,52,2024-11-06T11:24:27Z,"['사전', '투표', '개선', '우리']",-0.5
우리나라 언론사들은 이제 보도 하지 마라. 니들은.,@jinoodaddy8363,52,2024-11-06T10:02:03Z,"['우리나라', '언론사', '보도']",0.3
진지하게 해리스가 당선될 가능성이 조금이라도 있다고 생각했다면 어딘가 문제가 있는 거니 합리화하지말고 뒤돌아보세요,@liliill3549,51,2024-11-07T06:18:42Z,"['해리스', '당선', '가능', '조금', '생각', '어디', '문제', '합리']",0.2
첨부터 트럼프가 월등히 앞섰었다!!한국에서만 초박빙이라고 떠들었지. ㅋㅋㅋㅋㅋㅋ,@신신-USA,51,2024-11-06T11:54:25Z,"['트럼프', '한국', '박빙']",0.5
우리언론사 및 방송들은 간판내려라,@김구년-z3b,48,2024-11-06T09:44:49Z,"['우리', '언론사', '방송', '간판']",0.0
sbs 도 해리스 박빙이네 어쩌니 하지 않았나?  언론 수준하곤..     박종훈의 지식한방이 제대로 객관적으로 봤네.,@samcoding1574,47,2024-11-06T09:29:25Z,"['해리스', '박빙', '언론', '수준', '박종훈', '지식', '객관']",-0.5
조선일보만 제대로 하더라  여기 제목은 자책하는 제목이냐? 도대체  어디를  베껴 방송한거야?,@김원철-p2d,47,2024-11-06T09:19:44Z,"['조선일보', '여기', '제목', '자책', '제목', '어디', '방송']",-0.5
SBS 반성 좀 해라퍼나르기나 하지 말고,@줄비행기,45,2024-11-06T11:14:33Z,['반성'],0.2
국내 언론 맨날 CNN 민주당 방송만 국내에 복사 뜯어부치기 뉴스만함 ㅎㅎㅎ,@TV-eb5nn,44,2024-11-06T09:29:24Z,"['국내', '언론', '민주당', '방송', '국내', '복사', '뉴스']",-0.4
현 영국 국적인데.. 한때 내 조국이었던 한국의 언론수준이나 정치인들 보면 국민들 참 답안나오겠다 싶다. 뭔가 기분이 좋지가 않네. 그렇게 편파보도하면 국민들한테 안미안하니? 진짜 한심하다ㅋㅋㅋ,@kms-0109gg,43,2024-11-06T11:22:18Z,"['영국', '국적', '한때', '조국', '한국', '언론', '수준', '정치인', '국민', '답안', '기분', '편파', '보도', '국민', '미안']",0.1
진짜 언플 개역겹다 😂,@개념좀-n9l,42,2024-11-06T09:24:23Z,"['진짜', '언플']",0.1
초박빙 이라고 보도 한건 지네들이면서 놀란척은 ㅋㅋㅋㅋ,@davidkim1984,42,2024-11-06T09:46:40Z,"['박빙', '보도', '지네']",0.2
부정을 저질러 거짓표 마니 가져갔어도 트럼프에게 저렇게 진거다...트럼프 대통령 만세!! ❤🎉❤,@카라-o9s,40,2024-11-06T09:34:26Z,"['부정', '거짓', '트럼프', '트럼프', '대통령']",0.2
한국언론사에 있는 인간들은 미국 민주당을 한국 민주당하고 동일화하는거임? 그래서 내적 친밀감이 그렇게 오지는거임??,@lade4700,40,2024-11-06T09:29:51Z,"['한국', '언론사', '인간', '미국', '민주당', '한국', '민주당', '동일', '친밀감']",-0.5
숱한 암살총살을 하려던 이유가 있었구만 인생에 두번 세계 대통령을 하다니 정말 대단한 역사의 한 장면이다,@샤넬-x6h,38,2024-11-06T09:52:50Z,"['암살', '총살', '이유', '인생', '세계', '대통령', '역사', '장면']",0.2
그동안 언론이 쏟아낸 기사가 다 구라였다는 거야?  참...,@캔버스를뚫고나온,37,2024-11-06T10:53:28Z,"['그동안', '언론', '기사', '구라']",0.3
역시 부정투표할 것에 대한 법안을 트럼프가 개정했으니 투표가지고 장난 지난 번 처럼 못치니이런 결과가 나온 거라 봄~! 트럼프로 인해 우리도 경제적으로 조금 나아지길!!,@urimlee8363,36,2024-11-06T09:25:21Z,"['부정', '투표', '법안', '트럼프', '개정', '투표', '장난', '결과', '트럼프', '우리', '경제']",-0.7
"한국의 정치인들, 관료들, 언론들은 사실을 관찰하고, 분석하고, 전하는게 아니라 전부 다 지 희망사항만 염불 외우듯이 외움.그런다고 세상이 왜곡 된 내 염불대로 맞춰져서 바뀌나? 지구가 한반도를 중심으로 도나?명청 교체기때도 그렇고, 청일전쟁때도 그랬고, 이 민족의 지도층이라는 작자들은 역사적으로 늘 그랬다.눈 앞에 닥친 현실을 직시 하려고도 하지 않고, 세상을 자기들 믿고 싶은대로만 보면서 그걸 국민들에게 가르치려고 한다.",@NoBrainMob,32,2024-11-06T14:32:58Z,"['한국', '정치인', '관료', '언론', '사실', '관찰', '분석', '희망사항', '염불', '세상', '왜곡', '염불', '지구', '한반도', '중심', '교체기', '청일', '전쟁', '민족', '지도', '작자', '역사', '현실', '직시', '세상', '자기', '대로', '그거', '국민']",0.2
"해외 언론사 뿐만 아니라 국내 언론사에서도 &#39;초박빙&#39;이라 개표하는 데 12일이나 걸린다고 하지 않았나요? 12일은 커녕 하루만에 바로 나왔는데, 결과 나오기까지 시간이 오래 걸린다던 분들 어디 계시죠?",@겨울나무,31,2024-11-06T13:07:30Z,"['해외', '언론사', '국내', '언론사', '개표', '하루', '결과', '시간', '어디']",0.0
우리나라 언론은 밎을게 못됨 뉴스볼것도 없다 몇몇 유튜버가 뉴스보다 훨 정확. 트럼프당선을. 얘기한 유튜브 조목조목 설명을 잘하던데요 티비를 누가봄,@dong954,31,2024-11-06T09:34:55Z,"['우리나라', '언론', '밎을게', '뉴스', '유튜버', '뉴스', '정확', '트럼프', '당선', '얘기', '유튜브', '설명', '티비', '누구']",-0.5
언론이란게 그런거고 인간들은 속기마련이지   이용만 당하는 것,@김정범-y7s,29,2024-11-06T09:29:44Z,"['언론', '인간', '마련', '이용']",-0.6
외국에서는 트럼프  압승우리나라 언론은  왜그래?언론사들 심각함,@TV-wx2zl,26,2024-11-06T10:58:59Z,"['외국', '트럼프', '압승', '우리나라', '언론', '언론사']",0.1
초박빙. ㅋ지들이 그짓 해놓고 무슨 딴나라 이야기 하듯하냐,@0908juno,26,2024-11-06T09:22:41Z,"['박빙', '나라', '이야기']",0.0
한국 언론은 뭐다?거른다 ㅋ,@ju7126,25,2024-11-06T11:01:25Z,"['한국', '언론']",0.2
초박빙이였던 수많은여론조사... 해리스 지지 선언들... 뭐냐 ㅋㅋㅋ,@보리야산책갈까튜브,23,2024-11-06T09:26:45Z,"['박빙', '여론', '조사', '해리스', '지지', '선언']",0.2
정신머리없는 대한민국 언론 니들이 그랬잖아,@user-mm2to2oi7gge,22,2024-11-06T09:33:58Z,"['정신', '머리', '대한민국', '언론']",-0.6
초박빙은 SBS니들 뇌속 희망이였겠지,@phDJANG-jm6dv,20,2024-11-06T09:31:21Z,"['박빙', '희망']",0.0
MBC 초방빅인것처럼 김치국 마시면서 헛물키다가 해리스 개처발리는거보고 트럼프빡당선되니까 방송 급종료하는거 개웃겼으면 개추 ㅋㅋ,@한동훈의국민의힘,19,2024-11-06T14:51:06Z,"['초방빅', '치국', '해리스', '개처', '트럼프', '당선', '방송', '종료', '개추']",0.3
극좌 한국언론 반성해라,@nyaohauer,19,2024-11-06T09:41:00Z,"['극좌', '한국', '언론', '반성']",0.3
솔직히 트럼프 되는게 우리나라에 좋은 것이다.트럼프와 관계만 잘하면 나쁠 것 전혀 없다.방위비 조금 올려주고 다른 것을 가져오면 된다.미국 경제가 살아나면 우리나라도 경제 좋아진다.,@박사진,19,2024-11-06T11:27:41Z,"['트럼프', '우리', '나라', '트럼프', '관계', '방위비', '미국', '경제', '우리', '나라', '경제']",0.0
방구석 유튜버&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;넘사벽 &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;대한민국 언론,@fsfsfff,18,2024-11-06T11:27:46Z,"['방구석', '유튜버', '넘사벽', '대한민국', '언론']",0.1
티비나 신문을 볼 이유가 없다 ㅋ,@꿍야-j4h,18,2024-11-06T09:53:19Z,"['티비', '신문', '이유']",-0.5
한국언론이 모두 개판이죠,@김재두-l2m,17,2024-11-06T11:54:13Z,"['한국', '언론', '개판']",0.5
국내 언론들 초박빙이라고 해리스가 이길거라고 나불대더니 우린 아니었다는듯 싹다 꼬리 감추는 꼴보니 참나.. 대한민국 언론 가 막장 쓰레기,@54weekend,17,2024-11-06T12:45:53Z,"['국내', '언론', '박빙', '해리스', '나불대더', '우리', '꼬리', '대한민국', '언론', '막장', '쓰레기']",-0.8
언론이라는게 자기 희망을 사실이라 우기는 이상한 자들이다....한마디로 사기꾼들,@j해태,16,2024-11-06T09:38:47Z,"['언론', '자기', '희망', '사실', '이상', '마디', '사기']",0.1
역시 이래서 한국언론 지지율은 믿으면 안됨ㅋㅋ,@윤동구-c5z,16,2024-11-06T10:40:43Z,"['한국', '언론', '지지']",-0.7
sbs는 국민에게 사과해라!! 국민을 바보로 아냐? 너희들이 언론사냐?,@kevinjung9600,16,2024-11-06T09:52:08Z,"['국민', '사과', '국민', '바보', '너희', '언론사']",0.3
트럼프가 당선된게 우리에겐 기회다정부에서는 새어나가고있는 세금막고 그돈으로 미국 요구 어느정도 들어주기만 해도 우리나라는 크게 성장할수 있음,@Ummmmm-o0O,16,2024-11-06T16:25:24Z,"['트럼프', '당선', '우리', '기회', '정부', '세금', '미국', '요구', '정도', '우리나라', '성장']",-0.8
뉴욕주와 켈리포니아주에서도 상당히 선전함....힐러리는 득표라도 이겼지...해리스는 개박살났네,@KwanghwanSeol,15,2024-11-06T09:32:57Z,"['뉴욕주', '켈리포니아', '선전', '힐러리', '득표', '해리스']",0.2
이야.. 트럼프가 됐네,@유너니,15,2024-11-06T11:12:00Z,['트럼프'],0.2
왜 언론은 해리스가 이긴다고 계속 방송하디만왜 자꾸 국민을 속임??  언론들아 좀 솔직하게 방송 좀하면 안되냐??왜 그리 좌편향 방송만 하냐?? 국민들 바보 아니다..!!트럼프 당선 축하합니다🎉🎉🎉👍,@candy-u9d2x,14,2024-11-06T11:27:50Z,"['언론', '해리스', '방송', '국민', '언론', '방송', '좌편향', '방송', '국민', '바보', '트럼프', '당선', '축하']",0.2
다 언론이 제대로 안알아보고 해서 문제지 그만큼 언론기자들 자격이 없다는 뜻이다~진짜 정신차려야한다~,@오정한-y4f,14,2024-11-06T09:34:05Z,"['언론', '문제', '언론', '기자', '자격', '정신']",0.2
미국 언론만 가져와도 트럼프 예상 기사 쓸 수 있었는데 국내 언론은 뭐하냐?,@free.8964,14,2024-11-06T09:41:37Z,"['미국', '언론', '트럼프', '예상', '기사', '국내', '언론']",0.1
"트럼프 당선에 상원, 하원, 주지사 모두 공화당으로 채워지고 있음. 트럼프 당선도 당선이지만 미국 민주당 마비도 선언된 날임.",@MODE-PRIVATE,14,2024-11-06T13:32:28Z,"['트럼프', '당선', '상원', '하원', '지사', '공화당', '트럼프', '당선', '당선', '미국', '민주당', '마비', '선언']",0.1
한국언론만 계속 해리스 애기했음미국꺼보면 트럼프우세하다고할때도 한국만계속,@딩굴딩굴-y1o,13,2024-11-06T09:38:30Z,"['한국', '언론', '해리스', '애기', '미국', '트럼프', '우세', '한국']",0.2
윤석열 지지율도 트럼프 지지율처럼 겁나 높을 거임....ㄹㅇ 샤이보수층이 겁나 많잖아...한국은 특히,@0954호키,13,2024-11-06T14:10:52Z,"['윤석열', '지지', '트럼프', '지지율', '샤이', '보수', '한국']",0.2
여기는 안그랬는줄 딴집얘기처럼 보도하네 ㅋㅋ,@lkm2458,13,2024-11-06T09:46:04Z,"['여기', '얘기', '보도']",0.2
유럽도 미국도 한참 왼쪽으로 가다가 PC주의에 진절머리가 나서 다시 보수화가 되는거지,@coldtruth3944,13,2024-11-06T09:15:32Z,"['유럽', '미국', '한참', '왼쪽', '주의', '진절머리', '보수']",-0.8
이번에 한국 언론에 안속고 테슬라 비트코인 물량 끝까지 지켜서 기분은 좋은데 이번에 또한번 다짐한게 대한민국 언론이 이정도로 처참하게 멍청하다고 생각하진 않음. 분명 뭔가 목적이나 의도가 있겠지. 대한민국 언론에 절대 속지말자 앞으로도 절대 속지 말자,@엘우드-n5p,12,2024-11-06T10:55:26Z,"['이번', '한국', '언론', '테슬라', '비트코인', '물량', '기분', '이번', '다짐', '대한민국', '언론', '정도', '생각', '목적', '의도', '대한민국', '언론', '절대']",0.1
미국 현지 사는데 한국 뉴스 제목 보고 놀랐음. 미국 살면 이번에 트럼프가 당선될거라는거 당연하게 알고 있었음. 사전투표때 뒤집힌다는건 옛말인게 요즘은 공화당 지지자들도 사전투표 메일투표 많이 하는데다가 민주당이 우세한 지역에서도 트럼프 지지 펫말이 많이 보일정도였음. 그리고 바이든이 너무 경제를 말아먹은게 가장큰듯,@seank8050,12,2024-11-07T02:58:47Z,"['미국', '현지', '한국', '뉴스', '제목', '미국', '이번', '트럼프', '당선', '사전', '투표', '옛말', '요즘', '공화당', '지지자', '사전', '투표', '메일', '투표', '민주당', '우세', '지역', '트럼프', '지지', '정도', '바이든', '경제']",0.1
미국에서 한국의 여성전용주차장은 국제적인 남성차별이라고 하여 없애라고 통보했다네요 (미국 말이 맞다 미국 말듣자 ) 한국은 세계에 내놓으면 부끄럽다 어휴,@lIIIlllIIlII,12,2024-11-06T10:24:32Z,"['미국', '한국', '여성', '전용', '주차장', '국제', '남성', '차별', '통보', '미국', '미국', '한국', '세계']",0.3
"언론이나 여론은 처음부터 않믿었구요. 오직 원하고 빌었던건 반칙, 부정선거 가 없었으면 했는데요. 공화당에서 철저히 준비를 했답니다. 여긴미국이고 전 트럼프를 찍었습니다.",@dequanosanchez8041,12,2024-11-06T13:11:02Z,"['언론', '여론', '처음', '반칙', '부정', '선거', '공화당', '준비', '여기', '미국', '트럼프']",0.5
한국 언론들 모두 다 문 닫아라.,@jeonghwan829,12,2024-11-06T10:03:13Z,"['한국', '언론']",0.2
아기분좋다트럼프,@인정-z4x,11,2024-11-06T12:04:38Z,"['기분', '트럼프']",0.1
좌파언론들의 민낯 ㅋㅋㅋ,@85kgp38,10,2024-11-06T09:42:38Z,"['좌파', '언론', '민낯']",-0.7
