Comment,Author,LikeCount,PublishedAt,Tokens,Sentiment
미국이 한국한테 22년도 무역적자가 68조 원. 미국이 우리한테 추가로 국방비 청구해도 남는다. 줄꺼주고 낼꺼내고 큰소리쳐야지.,@Hilton-o6h,0,2024-11-06T11:02:24Z,"['미국', '한국', '년도', '무역', '적자', '미국', '우리', '추가', '국방비', '청구']",0.3
"여론기관들이 여론장사한거임, 언론들도 가세해서 거짓보도가 된것을 증명함, 앞으로 여론 언론 믿지 맙시다",@user-chonadan67,0,2024-11-06T11:05:57Z,"['여론', '기관', '여론', '장사', '언론', '가세', '거짓', '보도', '증명', '여론', '언론']",0.0
전세계가 트럼프승리 확신하고 사전물밑협상을 벌이고 있는 와중에 우리만 아니라고 주주장창 외치고 있고 똥보다 못한 언론들은 박빙이라고 개거품 물고 이야기하고 에라이 언론 꼬라지 하고는,@karmakim3457,0,2024-11-06T09:44:00Z,"['세계', '트럼프', '승리', '확신', '사전', '물밑', '협상', '와중', '우리', '주주', '장창', '언론', '박빙', '거품', '이야기', '언론', '꼬라지']",0.0
"총알이 트럼프 귀 스쳐간다고4개월전에  암살예언한    브랜든빅스(=예수믿는사람)미국대선에서 이번에 트럼프가 대통령된다고 몇개월전에 예언했는데, 그리고 다른 중요한 예언도있는뎅 ~~~",@캐스톰,0,2024-11-06T09:38:12Z,"['총알', '트럼프', '개월', '암살', '예언', '브랜드', '빅스', '예수', '사람', '미국', '대선', '이번', '트럼프', '대통령', '개월', '예언', '예언']",-0.6
MBC JTBC 연합뉴스대한민국 3대 가짜뉴스,@포토,0,2024-11-06T09:43:57Z,"['연합뉴스', '대한민국', '가짜', '뉴스']",-0.5
정치적중립 개나줘버리고 해리스 승리 설레발만 치던 우리나라 M방송사는 무슨 생각중일까? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,@Dorotti,0,2024-11-06T11:05:47Z,"['정치', '중립', '해리스', '승리', '우리', '나라', '방송사', '생각']",-0.7
우리나라 언론사가 인용하는 미 언론이 CNN이라고 합니다 미국인들이 말하길 CNN은 미국내에서도 대표적인 좌파방송이라고 하는데 팩트체크도 안하고 그대로 내보낸 걸 보면 말 다했죠,@supertonic_1802,0,2024-11-06T09:43:55Z,"['우리나라', '언론사', '인용', '언론', '미국인', '미국', '대표', '좌파', '방송', '팩트', '체크']",0.1
한국 입장에선 군사비 증가 그리고 륜 때문에 ㅈ 된건 맞지만 미국인 입장에선 미국을 미국답게라는 슬로건으로 도람프가 잘했던건 맞지 언론에서 미친광이로 몰아가서 그런거지...,@Kimseunghwan1,0,2024-11-06T09:38:24Z,"['한국', '입장', '군사', '증가', '때문', '미국인', '입장', '미국', '미국', '슬로건', '도람프', '언론']",-0.5
해리스 따위가 이걸거라고 생각한 것들이 모지리인거지. ㅋ,@ohpatrick1038,0,2024-11-06T11:05:23Z,"['해리스', '따위', '이거', '생각', '모지리']",-0.6
트럼프를 악마화한 대한민국의 부패한 언론들 ~~~,@JSC-n5u,0,2024-11-06T09:38:48Z,"['트럼프', '악마', '대한민국', '부패', '언론']",0.0
아직도 언론에 속냐 ㅋㅋ그만큼  조선으로 퇴보하는거지  하루빨리 일본이나  미국에  흡수 당해서  선진국 시민이 되길 바란다국민을 위한길은   한국을  미국이나  일본에 편입시키는거다,@ju7126,0,2024-11-06T11:00:39Z,"['언론', '조선', '퇴보', '일본', '미국', '흡수', '선진국', '시민', '국민', '한국', '미국', '일본', '편입']",-0.4
언론들이 왜 그렇게 해리스에게 여론 몰이를 한건지..알수없네.왜그럴까??트럼프가 첨부터 유리하다고 다떠들었는데 트럼프 당선후 대책에 힘써야할 방송은 거의없던데.,@안녕-k1b8v,0,2024-11-06T10:59:20Z,"['언론', '해리스', '여론', '몰이', '트럼프', '유리', '트럼프', '당선', '대책', '방송']",0.0
쓰레기같은언론😂😂😂,@깜2024,0,2024-11-06T09:39:06Z,"['쓰레기', '언론']",-0.5
🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳,@keno6391,0,2024-11-06T11:04:43Z,[],0.0
석열이 클났네 트럼프 정은이랑 친해서 북한 방문할때 석열이 두고 혼자 가면 쪽팔려서 어쪄나,@김희수-c3j,0,2024-11-06T11:04:34Z,"['트럼프', '정은이', '북한', '방문', '혼자', '어쪄']",1.0
한국 언론 인젠  어쩌지 트럼프는 한국언론  미워하겠는데.,@jingyipiao3121,0,2024-11-06T09:39:20Z,"['한국', '언론', '트럼프', '한국', '언론']",-0.3
용산발 조작이랑 똑같군 ㅋㅋㅋ,@robertolee3590,0,2024-11-06T11:04:02Z,"['용산', '조작']",0.1
한국 언론은 신뢰성이 좀 떨어지긴 한다 암만봐도..,@RACCOON-water,0,2024-11-06T11:03:57Z,"['한국', '언론', '신뢰']",-0.3
늘 민주당의 승리를 바랬던 그 언론이 선동해서 그렇지이제 굿바이 PC주의다,@S2cop,0,2024-11-06T11:03:54Z,"['민주당', '승리', '언론', '선동', '굿바이', '주의']",0.2
해리스 저거 &#39;미국의 정동영&#39; 이었구나   ㅋㅋㅋ,@jamesy9279,0,2024-11-06T10:59:40Z,"['해리스', '저거', '정동영']",0.2
한국 가짜뉴스  짜깁기 정보 세무조사로 문 닫게 해야 함,@s종소리,0,2024-11-06T11:03:48Z,"['한국', '가짜', '뉴스', '짜깁기', '정보', '세무', '조사']",-0.3
아직 여자대통령은 이르다,@MJSeo-ge9mo,0,2024-11-06T10:59:40Z,"['여자', '대통령']",0.0
트럼프는 미국과 한국의 부정선거를 꿰고 있다~~~,@JSC-n5u,0,2024-11-06T09:39:27Z,"['트럼프', '미국', '한국', '부정', '선거']",0.0
여론조사에 밀릴 때는 선거사기 어쩌고 저쩌고 하다가 말바꾸는거 보소 ㅋㅋ,@Merkyzedek,0,2024-11-06T11:02:50Z,"['여론', '조사', '선거', '사기']",0.1
해리스가 이길꺼라고 믿는 사람이 문제지.  ㅋ,@Hilton-o6h,0,2024-11-06T11:10:17Z,"['해리스', '사람', '문제']",0.3
초박빙인적이 없는데 뭔 ㅋㅋㅋㅋ,@김태민-d1o,0,2024-11-06T10:18:03Z,['박빙'],-0.5
"뭐 엊그제까지만 해도 무슨 이재명 vs 윤석열이다 이러면서 박빙 박빙 하면서 그렇게까지 해리슨쪽으로 치우친 보도만 하던 뉴스들이이제 숫자통계가 나오니 꼬리치나? 뻔한거 아닌가? 우리나라도 박근혜정부비리가 말아먹으니까, 실망하고 민주당정부가 출몰 하듯, 미국도 바이든 민주당의 애매한 방향에 실망하고 확실히 행동하는 트럼프가 그리운거 아닌가? 역사는 반복되잖아. 결국 대통령 자리는 대통령의 자질이 아닌 그 시대의 환경이 중요하다는 걸 일깨워주는 사례지 뭐.",@크림슨박,0,2024-11-06T09:37:03Z,"['엊그제', '이재명', '윤석열', '박빙', '박빙', '해리슨', '보도', '뉴스', '숫자', '통계', '꼬리', '우리나라', '박근혜', '정부', '비리', '실망', '민주당', '정부', '출몰', '미국', '바이든', '민주당', '애매', '방향', '실망', '행동', '트럼프', '역사', '반복', '대통령', '자리', '대통령', '자질', '시대', '환경', '중요', '사례']",0.2
나이스 비트코인 사 놨다❤,@정치뚜벅이,0,2024-11-06T11:23:40Z,"['나이스', '비트코인']",0.8
미국 수준이 트럼프 정도인거지...,@안쭌-y7j,0,2024-11-06T11:22:09Z,"['미국', '수준', '트럼프', '정도']",-0.3
축하드립니다. 😊🎉❤대한민국 괴롭히지 마세요. 방위비 인상요구,@황영희-n4m,0,2024-11-06T09:25:36Z,"['축하', '대한민국', '방위비', '인상', '요구']",0.2
방위비올리지마라... 한국한테 좋은일인지모르겠네,@sanharim,0,2024-11-06T09:25:32Z,"['방위비', '한국']",0.1
미국도 이제 해가 지고 있구나.,@국민-j1t,0,2024-11-06T09:25:30Z,['미국'],0.2
자가비판이야 뭐야..,@Maxim모카골드,0,2024-11-06T11:23:23Z,"['자가', '비판']",-1.0
조땠다.... 테슬라 주식은 가지고 있지만 그래도 트럼프가 승리하긴 바라지 않았음..,@durusamdasu,0,2024-11-06T11:23:23Z,"['테슬라', '주식', '트럼프', '승리']",0.2
주한미군 철수 후 한귀 핵무기 개발고고,@아카시아향-q5m,0,2024-11-06T09:25:00Z,"['주한', '미군', '철수', '핵무기', '개발', '고고']",0.0
망햇네 젠장 ㅡㅡ,@space9334,0,2024-11-06T09:24:38Z,[],-0.3
이로서 미국이 세계의 경찰역할이 끝났다는걸 보여주는 선거인거 같은데... 그럼 우린 우리대로 트럼프한테 받아 내야되지 않겠냐? ...  우리가 원하는 무언가를 받아야지...트럼프때 외교를 해봤던 사람들을 데리고 어떤 성향인지를... 에휴...석열이 이새끼때문에 또 다 말아먹을 수도 있겠구나....,@dongwooyoo8779,0,2024-11-06T11:25:29Z,"['미국', '세계', '경찰', '역할', '선거', '우리', '우리', '트럼프', '우리', '무어', '트럼프', '외교', '사람', '성향', '새끼', '때문']",-0.4
쨉도 안되는 후보를 내세운 멍청한 민주당 ㅋ,@jinu8310,0,2024-11-06T09:23:52Z,"['후보', '민주당']",0.0
그럼 연임이 가능한 미국 대선이니...2032년까지 가능한건가?,@bangkoktracking7810,0,2024-11-06T09:23:51Z,"['연임', '가능', '미국', '대선', '가능']",-0.5
미국만 윤도리도리 건히 보는듯~,@꿈푸,0,2024-11-06T09:23:39Z,"['미국', '윤도리도리']",0.2
우리나라 진짜 개망했다....,@alsrudwl92,0,2024-11-06T11:24:41Z,['우리나라'],-0.8
그러기엔 막판에 트럼프배당 쫙올라서,@김정은-k8z3r,0,2024-11-06T11:24:48Z,"['막판', '트럼프', '배당']",0.2
대통령을 카터같은 인격자나 성인급만이 하는 것이아님을 또 보여주었다. 뚱과 줄리같은 무리들도 입성할 수가 있는 것이지. 그 나라의 국민수준ㄴ을 대변하는 것이라고본다.,@성민기억법영어회화,0,2024-11-06T11:25:03Z,"['대통령', '카터', '인격자', '성인', '줄리', '무리', '입성', '나라', '국민', '수준', '대변']",-0.8
이제 세계 경찰 노릇안하고 오직 돈으로만 보고 외교도 엉망이겄네 축하한다 미국,@K유노,0,2024-11-06T11:25:07Z,"['세계', '경찰', '노릇', '외교', '엉망', '축하', '미국']",-0.8
"민주주의는 끝남. 독재, 공산주의가 도래했다. 마누라들이 전부 공산국에서 와서. 오랫동안 공산주의로 살아옴....",@FürdieGüte,0,2024-11-06T11:22:04Z,"['민주주의', '독재', '공산주의', '도래', '마누라', '공산', '오랫동안', '공산주의']",1.0
아 ㅅㅂ 진짜 ㅈ됐다..,@김마성-c8h,0,2024-11-06T11:21:57Z,['진짜'],-0.8
또 입터네전 지구적 재앙이다,@Korea_Tiger_,0,2024-11-06T09:25:46Z,"['입터네', '지구', '재앙']",0.2
황제 폐하 만세!!!,@antonyh7883,0,2024-11-06T11:21:53Z,"['황제', '폐하']",-0.6
여자는 안돼.선진국들은 다들 알고있어 역사적으로 검증된 사실인데.유리천장이니 상징성이니 정치를 장난으로하는 한국이나 여자가 대통령되지.여자는 실력으로 입증해야지 최초라는 상징성을 붙여서 자리만들어줘선 절때안돼.,@a_zhrdl,0,2024-11-06T09:30:40Z,"['여자', '선진국', '역사', '검증', '사실', '유리', '천장', '상징', '정치', '장난', '한국', '여자', '대통령', '여자', '실력', '입증', '최초', '상징', '자리']",-0.8
한국 언론들만 초박빙타령인거지 ㅋㅋㅋㅋ 언제쯤 한국 언론들은 정신넉빠진 소리좀 그만쳐 할까.... 그러니 공영방송이 허구언날 선동조작 날조만 쳐해디니까 사람들이 보겠니...ㅠ,@페디그리-g4w,0,2024-11-06T11:19:52Z,"['한국', '언론', '박빙', '타령', '언제쯤', '한국', '언론', '정신', '소리', '공영', '방송', '허구', '선동', '조작', '날조', '사람']",0.2
sbs  ㅈ 잡고 반성 해라  가짜뉴스 조작 뉴스 찌라시 뉴스  편파 보도   진짜 대한민국 언론 뉴스 큰 문제다,@벤츠빠빠-d3d,0,2024-11-06T09:30:34Z,"['반성', '가짜', '뉴스', '조작', '뉴스', '찌라시', '뉴스', '편파', '보도', '대한민국', '언론', '뉴스', '문제']",0.2
그동안언론은 뭐했나,@terrykim3738,0,2024-11-06T09:30:25Z,"['그동안', '언론']",-0.8
바이든이 워낙 개판 쳐놔서 ㅎㅎ역시 트럼프네 다시 돌아오네요,@민들레-j5s,0,2024-11-06T09:30:04Z,"['바이든', '개판', '트럼프']",0.3
미국도머 언론이 장난질했구만ㅋㅋ,@jeonghyunkim2800,0,2024-11-06T11:20:22Z,"['미국', '언론', '장난']",0.1
다들 감싸고 현금글고 비상식량 챙겨놔라 3차세계대전간다,@양반장-m9k,0,2024-11-06T11:20:33Z,"['현금', '비상식량', '세계', '대전']",-0.5
바이든에 트럼프에... 늙은 미국이네,@Lammelier,0,2024-11-06T11:20:36Z,"['바이든', '트럼프', '미국']",0.2
한국힘들겠다,@이정기-i8c,0,2024-11-06T11:20:42Z,['한국'],0.1
"흑인 , 히스패닉은 해리스 지지한다고 하던 언론사 ㅋㅋ",@-20.41,0,2024-11-06T11:21:00Z,"['흑인', '히스패닉', '해리스', '지지', '언론사']",0.2
바이든이 미국을 얼마나 망쳤으면😂😂😂,@Cardia-l9o,0,2024-11-06T11:21:03Z,"['바이든', '미국']",0.0
미군주둔비 겁나 오르려나 ᆢ,@김핸대,0,2024-11-06T09:27:12Z,"['미군', '주둔']",0.1
"가지고있는 미주가 트럼프쪽이여서 트럼프 예상하고는 있었지만 내심 안되길 바랬다. 그럼 한국은 힘들어질테니까. 이제 트럼프는 한국에 무리한 요구를 할것이고 이걸 방어하냐 못하냐 딜을 어디까지 받느냐에 따라 한국이 힘들어질지 아닐지 결정될거다.  아무것도 안한 전 정권이라고 했던 사람들은 이번 트럼프정권의 불도저같은 무리한 요구들을 쳐내지도, 좀더 생각해보겠다는 입장을 하지도 못해서 다 퍼주기만 하는 무능한 정부를 보면서 아무것도 하지 않는 스탠스가 얼마나 어려운건지 뼈저리게 깨달았으면 좋겠다. 원래 중간 입장을 보인다는게 힘든거임. 지금 우크라이나 러시아에 관한 정부태도만 봐도 알테지만,",@hatparang,0,2024-11-06T09:26:01Z,"['미주', '트럼프', '트럼프', '예상', '내심', '한국', '트럼프', '한국', '무리', '요구', '이거', '방어', '어디', '한국', '결정', '아무것', '정권', '사람', '이번', '트럼프', '정권', '불도저', '무리', '요구', '생각', '입장', '무능', '정부', '아무것', '스탠스', '중간', '입장', '우크라이나', '러시아', '정부', '태도']",0.0
언론 무시하라고 그렇게 선구자들이 말할때 개돼지들의 귀는 닫힌거야? 열렷는데 지능이 낮아서 판단이 안되는거야?,@단타왕버핏,0,2024-11-06T11:21:14Z,"['언론', '무시', '선구자', '개돼지', '지능', '판단']",-0.5
승리했으니 진짜 총알 맞을라 조심햐,@oopsna9351,0,2024-11-06T11:21:39Z,"['승리', '총알', '조심햐']",0.0
한국이 할일은 돈 들고 트럼프형님한테 줄이나 잘서라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,@아쿠아디파르마미르토,0,2024-11-06T11:25:23Z,"['한국', '트럼프']",0.2
예상은 했지만 트럼프 뽑혔네 에휴 우리만 조졌네,@후회없이살고싶은사람,0,2024-11-06T11:25:44Z,"['예상', '트럼프', '우리']",-0.6
CNN NYT 한국언론만 그 헛소리했지미국의 법정 여론조사기관들은 전부 트럼프의 압도적 승리를 예측했다 이 띨빡들아 ㅋㅋㅋㅋㅋ,@save_yousin,0,2024-11-06T09:31:05Z,"['한국', '언론', '소리', '미국', '법정', '여론', '조사', '기관', '트럼프', '압도', '승리', '예측', '띨빡']",-0.5
국내 언론 수준이 개병신인게 들어나찌...이미 트럼프 될거라는게 미국상황이였음.,@MADMAN49720,0,2024-11-06T11:31:45Z,"['국내', '언론', '수준', '병신', '나찌', '트럼프', '미국', '상황']",-0.5
그러므로 국내언론은 모두 폐업시켜야함,@mercikim84,0,2024-11-06T09:17:11Z,"['국내', '언론', '폐업']",0.2
무난하게 끝! ㅋ,@minkicho2013,0,2024-11-06T09:16:02Z,[],-0.7
사람의 이기심을 못본 민주당이지   벌써 들어온 유색인종들은 다른 유색인종까지 같은 대우를 받을 필여 없지! 우리끼리 잘살자~,@wlsghk007,0,2024-11-06T09:15:22Z,"['사람', '이기심', '민주당', '유색', '인종', '유색', '인종', '대우', '필여', '우리']",-0.8
트럼프가 이긴게 아니고 민주당이 진거야. 미국을 비롯한 세계가 이제는 좌파들 인권놀음에 진저리가 난거지. 성을 자신이 결정한다는게 이게 도대체 말이나 되냐고. 미국이 정신차리기 시작하는것 처럼 한국도 이제 좌파들을 몰아내야 합니다.,@hslpaul7589,0,2024-11-06T09:14:00Z,"['트럼프', '민주당', '미국', '세계', '이제', '좌파', '인권', '놀음', '진저리', '자신', '결정', '이것', '미국', '정신', '시작', '한국', '좌파']",0.0
pc 페미니즘이 병신인걸 미국은 깨달았구나 ㅋㅋ 우리나라 좌파새끼들은 언제 깨달으려나,@ymlee5504,0,2024-11-06T11:30:23Z,"['페미니즘', '병신', '미국', '우리나라', '좌파', '새끼']",-0.7
우리나라 언론수준이 진짜 가관임 ㅋㅋㅋ,@치킨매니아-m6g,0,2024-11-06T11:30:37Z,"['우리나라', '언론', '수준', '가관']",0.2
약속대로 대한민국 핵무장 국가 만들어줄지가 관건이긴함.그래서트럼프 응원 했음ㅎ,@김보성-b3l,0,2024-11-06T11:31:27Z,"['약속', '대한민국', '핵무장', '국가', '관건', '트럼프', '응원']",0.1
트럼프가 될줄알았다. 국내언론 믿고보는게 ㅂ.ㅅ 이지ㅋㅋ,@강현식-d1w,0,2024-11-06T11:31:53Z,"['트럼프', '국내', '언론', '이지']",-0.8
초박빙은 무슨..ㅋㅋ한국이나 미국이나 언론과 기자들이 얼마나 쓰레기인지 제대로 증명해줌.,@z1w8s5q3m2bn,0,2024-11-06T09:23:22Z,"['박빙', '한국', '미국', '언론', '기자', '쓰레기', '증명']",0.5
곧 지구종말이다,@라쿤-e1p,0,2024-11-06T11:32:00Z,"['지구', '종말']",-0.5
내가 한국방송안보는이유.유투브가 훨씬 공정.정직.😊,@bellabella3403,0,2024-11-06T11:32:02Z,"['한국', '방송', '이유', '유투브', '공정', '정직']",-0.5
한미동맹은 끝났다.미군철수 자주국방 핵무장 하자.천문학적 분담금 말도 안된다,@대마도는한국영토,0,2024-11-06T11:32:04Z,"['한미', '동맹', '미군', '철수', '자주국방', '핵무장', '천문학', '분담금']",0.0
결과 나올려면 몇주 걸린다더니 하루만에 끝났네,@shin-iu3wi,0,2024-11-06T11:32:05Z,"['결과', '하루']",0.0
역시 좌편향 나거한수준,@sfrsftxctevhh,0,2024-11-06T11:32:08Z,"['좌편향', '수준']",0.3
자국민보다 불법이민자를 중시하는 pc주의자를 경합주에서 잘도 찍어주겠다 ㅋㅋㅋ,@계란-g7m,0,2024-11-06T11:32:25Z,"['자국민', '불법', '이민자', '중시', '주의자', '경합']",-0.4
좌빨 언론들의 꿈이었지 뭐ㅋ,@yllee6480,0,2024-11-06T09:13:29Z,"['좌빨', '언론']",0.0
"우리 나라 좌파, 페미 언론사들 그렇게 가스라이팅 했었는데 속이 부글부글 하겠네",@rdyujh,0,2024-11-06T11:30:18Z,"['우리', '나라', '좌파', '페미', '언론사', '가스', '라이팅']",-0.5
미국 한국 언론들 진심 부끄러운줄 알아야함.마치 해리스가 대통령 된것처럼 그렇게 이 악물고 선동하더니. 미국 국민들이 현명하네.,@rebeccamin2845,0,2024-11-06T11:29:57Z,"['미국', '한국', '언론', '진심', '해리스', '대통령', '선동', '미국', '국민', '현명']",0.1
미국인들의 똑같은 선택과 민주당의 똑같은 패배... 천조국의 나락급행 출발!,@MilesBeyondSpiderverse,0,2024-11-06T11:29:55Z,"['미국인', '선택', '민주당', '패배', '조국', '나락', '급행', '출발']",-0.5
10에 9할 맞춘다는 해리스가 무조건 된다는 박사 어디갔냐 ㅋㅋ ㅋㅋ,@현우진-m5c,0,2024-11-06T11:29:23Z,"['해리스', '박사', '어디']",0.0
반유색인종 정책 펼치는 트럼프한테 유색인종이 몰표하는현상이 틀니 쥐어짜는 병역기피범한테 몰표하는 2찍틀니일베들이랑 똑같노ㅡㅋㅋㅋ,@okbosal,0,2024-11-06T11:25:45Z,"['유색', '인종', '정책', '트럼프', '유색', '인종', '현상', '병역', '기피', '2찍틀니']",0.2
나거한의 언론이라,@D-day_7,0,2024-11-06T11:25:55Z,"['나거한', '언론']",0.3
이제 우리 ㅈ된거??,@geon-x4w,0,2024-11-06T11:26:24Z,['우리'],-0.5
니들은 자아가 정상이라면 적어도 부끄러움이라도 느껴라 ㅉㅉ앞으로 이 나라 정보 빈부격차는 더 심해질것임 그냥 곧이곧대로 믿고 따라가면 눈뜨고 당하는거여 진짜 각자도생 시대ㅋ 아무도 믿지 말아야할 이유,@taeulim5660,0,2024-11-06T11:27:06Z,"['자아', '정상', '부끄러움', '나라', '정보', '빈부', '격차', '시대', '아무', '이유']",-0.8
국익을 위해서 우리나라 언론이 편파방송한거다 좋게 생각해라,@ljshim7347,0,2024-11-06T11:27:06Z,"['국익', '우리', '나라', '언론', '편파', '방송', '생각']",-0.5
미쿡에서 녀성이 대통 될라믄 아직 멀었대이.,@월매-x5y,0,2024-11-06T11:27:11Z,"['미쿡', '녀성', '대통']",-0.5
Trump/Vance and Elon Musk.  Game over.  MAGA 2024!!!,@3811eric,0,2024-11-06T09:22:37Z,[],0.2
미국도 조만간 2류가 되겄구먼..,@TV-mr5jb,0,2024-11-06T09:22:16Z,"['미국', '2류']",0.1
전쟁만 하다 끝난 날리면 바이든~,@꿈푸,0,2024-11-06T09:21:56Z,"['전쟁', '바이든']",0.6
Oh my god~😱NO …..ooooh 😱,@mickeyjustin3846,0,2024-11-06T11:27:57Z,[],0.1
마약 총기사고의 왕국 어메맄가 현실 지옥,@미르-p4k,0,2024-11-06T11:28:29Z,"['마약', '총기', '사고', '왕국', '어메맄가', '현실', '지옥']",0.2
우크라전쟁 두 영향이 있어.   미국은 우크라전쟁은  원치 않지,@운화정-j7c,0,2024-11-06T09:18:54Z,"['우크라', '전쟁', '영향', '미국', '우크라', '전쟁']",-0.8
"이번만큼은 선거 뒷편에서 부정선거를 못했으니까..  정확히 말해서 안했으니까... 민심 그대로를 반영한 결과가 나온듯하다.그렇다면 한국 또한 이에 탄력받아서 더불당 좌파들의 노골적인 선거조작 부정선거가 들통나사라지는 계기가 되리라 예상해본다. 그렇게 되야함. 안그러면  이미  정치적 인식 시각이 높아진 국민들 수준에도 못맞추는 100% 민심에 내맡기는 민주주의 선거라는 의미가 없어짐.언론안의 좌파들이 (조금만 살펴봐도 나오는 증거들, 관리부실이 수두룩한)부정선거를 알면서도 한몫 방조하니.. 아랫 댓글러 말처럼 미국 언론  트럼프 해리스 초박빙  -&gt; 국내 언론  해리스 압승 예상 미국 언론  트럼프 승리 예상  -&gt; 국내언론  오차범위 내 해리스 다소 우세 이런 보도나 하며 못맞췄던거 아닐까.",@johnwillson-o7z,0,2024-11-06T11:29:01Z,"['이번', '선거', '뒷편', '부정', '선거', '민심', '반영', '결과', '한국', '탄력', '불당', '좌파', '선거', '조작', '부정', '선거', '계기', '예상', '정치', '인식', '시각', '국민', '수준', '민심', '민주주의', '선거', '의미', '언론', '좌파', '조금', '증거', '관리', '부실', '부정', '선거', '한몫', '방조', '아랫', '댓글', '미국', '언론', '트럼프', '해리스', '박빙', '국내', '언론', '해리스', '압승', '예상', '미국', '언론', '트럼프', '승리', '예상', '국내', '언론', '오차', '범위', '해리스', '우세', '보도']",0.2
"그러게 좌파미국주류언론믿으면안돼한국도무조건 좌파미국주류언론만 퍼나르지말고, 반성좀해미국도마찬가지고, 한국언론도 이제 국민이 언론안믿어너무 정치적으로 변했고 부페했어",@현-k8l2t,0,2024-11-06T11:29:04Z,"['좌파', '미국', '주류', '언론', '한국', '좌파', '미국', '주류', '언론', '반성', '미국', '마찬가지', '한국', '언론', '국민', '언론', '정치', '부페']",-0.3
이번 대선으로 증명 된거-미국에서 여성 대통령은 아직 멀었다 (여론 조사에서 여성 대통령 후보 지지가 잘 나오면 뭐함 정작 실제 투표에서는 여성 후보에게 투표를 안하는데)-흑인들이 오히려 흑인 해리스보다 백인 트럼프를 찍었다(인종 보다는 밥그릇 문제가 더 중요해 졌음)-트럼프 상대로 여론조사는 의미가 없다(샤이 세력이 너무 많아서 여론조사가 실제 투표로 반영이 안됨),@jhh7933,0,2024-11-06T09:18:47Z,"['이번', '대선', '증명', '미국', '여성', '대통령', '여론', '조사', '여성', '대통령', '후보', '지지', '실제', '투표', '여성', '후보', '투표', '흑인', '흑인', '해리스', '백인', '트럼프', '인종', '밥그릇', '문제', '중요', '트럼프', '상대', '여론', '조사', '의미', '샤이', '세력', '여론', '조사', '실제', '투표', '반영']",-0.5
이제 중국은 운명을 다했네 ㅋㅋㅋ정은이도 같이 끝나겠구만 ㅋㅋ,@eachotherpurek1342,0,2024-11-06T09:31:01Z,"['중국', '운명', '정은이']",-0.5
해리스는 이제 정치생명 끝 아웃이네. ㅉㅉ,@Hann2077,0,2024-11-06T09:31:13Z,"['해리스', '정치', '생명', '아웃']",-0.5
역시 여자는 아직 안됨,@yellow3466,0,2024-11-06T11:10:43Z,['여자'],-0.5
"솔직히 말해서 성소주자,유색인종 여성을 우대하는 해리스보다는 트럼프지",@brielarsonjerk8065,0,2024-11-06T11:13:45Z,"['성소', '주자', '유색', '인종', '여성', '우대', '해리스', '트럼프']",0.2
우리나라언론만 박빙이니 뭐니 했지,@Korea4321,0,2024-11-06T11:12:36Z,"['우리나라', '언론', '박빙']",-0.5
언론 다 없애자본질을 잃었으니,@마인드크리에이터,0,2024-11-06T11:12:43Z,"['언론', '본질']",0.1
사주라도 받은냥 한국언론들만 해리스를 외쳤지. 참 아이러니해,@FM-fi9oi,0,2024-11-06T11:12:51Z,"['사주', '한국', '언론', '해리스', '아이러니']",0.2
좌파언론 ㅋㅋㅋㅋ 😂,@kangnorthkorea8340,0,2024-11-06T11:13:08Z,"['좌파', '언론']",0.2
애초에 언론 쓰레기들이 근들갑 떠는거 그냥 흘려들음,@우리는깐부-i6z,0,2024-11-06T11:13:09Z,"['애초', '언론', '쓰레기']",-0.8
얘네는 국내에서 선동질하던 버릇 나온거지북미 선거인데 왜 한국에서 선동하는건지,@aaae3iror,0,2024-11-06T11:13:27Z,"['국내', '선동', '버릇', '북미', '선거', '한국', '선동']",0.2
소ㄹ직히 이번은 트럼프 이길거 같았다 미국시민들 PC반발력이 터질때가 되었거든. 게임계 동향만 봤어도 예견한 일임,@박성준-z5q7g,0,2024-11-06T11:13:40Z,"['직히', '이번', '트럼프', '미국', '시민', '반발력', '게임', '동향', '예견']",0.1
힐러리때를 기억해라. ㅋㅋㅋㅋㅋㅋㅋ,@VITT755,0,2024-11-06T11:13:58Z,"['힐러리', '기억']",-0.5
SBS 지들은 그런적 없다는것처럼 말을 하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,@demol08,0,2024-11-06T11:16:00Z,[],0.3
미국 PC는 진짜 상식vs비상식 이더라. 민주당이 트젠인권 찾는다고 여성인권 개무시함 ㅋㅋㅋ,@으후루꾸꾸루후으-m3j,0,2024-11-06T11:14:15Z,"['미국', '상식', '상식', '민주당', '트젠', '인권', '여성', '인권', '무시']",-0.8
망했네,@참이슬-y4c,0,2024-11-06T11:14:29Z,[],0.0
다음 대선승리도 한국언론 반대편의 자이다,@롱롱-x8v,0,2024-11-06T09:35:48Z,"['다음', '대선', '승리', '한국', '언론', '반대편']",-0.5
